Date,Title,article
"Mar 7, 2010, 22:23 IST",Giving hope to HIV +,ERR-RTF
"Mar 7, 2010, 00:00 IST",HIV prevalence in city has dipped: AIDS body,"
  MUMBAI: The HIV/AIDS infection has seen a drastic decline among the general population of Mumbai, and new infections too have come down significantly. However, Mumbai's dream to be counted as one of the cities with lesser prevalence of HIV still remains a distant one.
  
  ,The city's AIDS control body, Mumbai District Aids , (MDACS), has collated figures for the last four years and concluded that the prevalence of the virus has come down from 10.65% in 2007 to 7.69% in 2010 (till May) among the general population. For pregnant women too, the decline has been from 0.91% to 0.58% during the same period. 
  ,
  ,Authorities attribute the decline to increased awareness among youth. ""It is the combined effect of awareness and our targeted interventions. Our biggest victory has been to prevent new infections,'' said project director of MDACS, Dr S S Kudalkar. The MDACS studied the data from 74 , and Testing Centres in the city. He added the percentage of HIV-positive pregnant women in the city used to be about 1.4 till four years ago, which has now come down to 0.5. ""Also, infection due to blood transfusions is down from 0.8% to about 0.4% in the same period,'' he said.
  ,
  ,The MDACS now hopes that the sentinel surveillance by the ,, which begins in October, will give a thumbs up to Mumbai's war against HIV.
  ,
  ,MDACS has realised that taking Mumbai from category A to category B for HIV prevalence remains a daunting task. Category A is defined as any district where the number of pregnant women testing positive at ante-natal clinics in high risk areas is over 1% in the last three years. For Mumbai to be counted as category B, the number of pregnant women testing positive at these centres should be less than 1%. ""Also, the city should have lesser number of hotspots like brothels,'' said a civic official.
  ,
  ,""It will be at least a decade for Mumbai to make it category B,'' said the official.
  ,
  ,
  ,
  ,Healthy Indicators
  ,
  ,Pregnant women
  ,
  ,2007200820092010 (May)
  ,
  ,Tested for HIV1,17,1101,11,3601,05,48248,554 
  ,
  ,Tested positive1,070756609282
  ,
  ,General population
  ,
  ,2007200820092010 (May)
  ,
  ,Tested for HIV1,73,0161,60,4991,93,27591,814
  ,
  ,Tested positive18,42516,78316,0167,061
  ,
  ,
 "
"Mar 12, 2010, 18:49 IST",HIV positive man abandoned by wife; sets in-laws house on fire,"
  , (Orissa): Apparently upset over being abandoned by wife, an , man allegedly set his in-laws house on fire at a village in Kendrapara district, police said. 
  
  ,The man, a migrant labourer hailing from Dera village under , area, was detained by the police on Wednesday. He had set ablaze the house on Tuesday night. 
  ,
  ,""He might have hatched the plan to settle the score with in-laws because his wife had left him in dire straits at a time he needed care and warmth,"" an official said. 
  ,
  ,His wife had deserted him and left for his parental house along with two children after he tested HIV positive. 
  ,
  ,""We are treating the case from a humanitarian angle because the culprit is an HIV/AIDS patient. Despite the alleged offence, we are yet to put him under arrest. Attempt is being made to unite the estranged couple,"" he said. 
  ,
  ,As misconception and ill-conceived notion about the disease reigns supreme mostly in rural areas of the district, many are still scared of getting branded as AIDS patients. 
  ,
  ,
  ,
 "
"Mar 11, 2010, 01:14 IST","In rare op in India, HIV patient gets kidney transplant","
  MUMBAI: Susheel Jha has had an unusual experience with the human immunodeficiency virus (,). A resident of the central suburbs, he proudly announces unlike many HIV-positive patients, he has never been bedridden by frequent bouts of illnesses.
  
  ,He credits his health to his family and hisemployer, the Indian Railways, who have been supportive ever since he was diagnosed with HIV while randomly donating blood at a donation camp way back in 1997.
  ,
  ,The unusual patient scaled another height three months back; he became the first HIV-positive person in Maharashtra to undergo a ,. In the stigma-ridden world of HIV/AIDS, 45-year-old Jha's story holds out hope for the two-million-plus Indians living with HIV.
  ,
  ,In Jha's case, his 64-year-old mother Sitara donated one of her kidneys to her first-born son. ""I just want to see my child living healthily next to me,"" she said over the phone from Benares.
  ,
  ,The transplant is a milestone of sorts. Not surprisingly then, Jha's nephrologist Dr M Bahadur, transplant surgeon Shailesh Raina and medical consultant Dr Om Srivasatava are ecstatic with his progress since the transplant was carried out at Jaslok Hospital last November 26.
  ,
  ,""This is the first time in Maharashtra that a HIV-positive person has got a transplant. It needs experienced specialists to manage the patient carefully so as to ensure that his body doesn't reject the donor organ while ensuring that the HIV infection doesn't flare up,"" Bahadur, who has been treating Jha since 2006, said.
  ,
  ,Admitting that it had indeed been a challenge to handle a HIV-positive patient, Srivastava said that the right medical environment (as in a super-speciality hospital like Jaslok), right protocol and medicines were needed for such transplants. ""If the HIV-positive patient's CD4 count is adequate and his viral load is negative, then he can safely undergo a transplant,"" added the Jaslok doctors.
  ,
  ,Worldwide, too, transplants for HIV-positive patients are a relatively new concept. In 2004, the US reported about a 100-odd liver and kidney transplants for HIV-positive patients.
  ,
  ,The man himself is calm. ""My HIV status was detected in 1997 and my kidney failure in 2006."" He was on dialysis for three years before doctors realised that transplant would be the only hope for him. ""In my 13 years with HIV, I took only 77 days of leave but I needed over three months of leave for the kidney transplant and the minor problems that cropped up after it,"" he said.
  ,
  ,Jha also believes that his employer, the Railways, played a great role in his ""healthy but HIV"" status. ""I have had access to antiretroviral drugs for the past 10 years. I was never discriminated against or passed up for promotion at my workplace. My dialysis would cost tens of thousands of rupees but the railways always paid up. They even paid for my transplant,"" added the father of two.
  ,
  ,Dr Harsh Jauhari, one of the seniormost nephrologists in the country, said that while a couple of HIV-positive patients had undergone transplants in India, little was chronicled about these special patients. ""There is a confidentially clause with HIV-positive patients that cannot be tampered with. So it is likely that we don't know about all the transplants that have taken place in this category. But there is no denying that these patients need specialised care,"" added the Delhi-based Jauhari.
  ,
  ,Another senior doctor said there were several issues about safety about the medical staff involved as well that had not allowed HIV-positive transplants so far.
  ,
  ,Incidentally, a study published in the Archives of Surgery last year by the Johns Hopkins University School of Medicine said that HIV-positive kidney transplant recipients could have the same one-year survival rates for themselves and their donor organs as those without HIV, if certain risk factors for transplant failure were recognized and tightly managed.
  ,
  ,According to the report, ""HIV patients were earlier not considered transplant candidates as researchers thought that the survival rates after transplantation were greatly compromised by the disease, which cripples the body's immune system. Also, transplant patients take drugs that suppress their immune systems in order to prevent organ rejection, a regimen thought to further threaten their already fragile immune systems.""
  ,(The patient's name has been changed.)
 "
"Mar 18, 2010, 03:15 IST",HIV-positive woman denied timely abortion,"
  CHENNAI: Ever since 28-year-old Seetha (name changed) discovered that she was ,, she has been pleading with doctors for an ,. Today, at 19 weeks of pregnancy, she is likely to lose the chance of legal medical termination. The law permits voluntary termination of pregnancies only up to 20 weeks. So far she has knocked on the doors of at least two Chennai Corporation maternity hospitals and two government hospitals, but all in vain. 
  
  ,While the corporation hospitals said they could not do the termination as ""they are not allowed to terminate pregnancies for positive women"", doctors at Kilpauk Medical College (KMC) said they decided to wait until the 21st week of pregnancy for her haemoglobin levels to improve. 
  ,
  ,""According to the Medical Termination of Pregnancy Act, if the pregnancy is above 20 weeks, doctors cannot abort the baby unless there is a case of lethal abnormality, and HIV/AIDS is not one such exception,"" says Dr Jayashree Gajaraj, consultant gynecologist, Apollo Specialty Hospitals. After the 28th week, the baby has to be delivered. 
  ,
  ,Seetha was confirmed pregnant by Corporation's Maraimalai Adigalar Nagar health post on February 3. The following day she and her husband were tested HIV positive. 
  ,
  ,""We told them we don't want to carry on with the pregnancy. We have a healthy 5-year-old son,"" says Seetha's husband Shiva (name changed), a carpenter. On February 8, they were started on anti-retroviral therapy. She was then referred to KMC. 
  ,
  ,A senior doctor said, ""In this case, the woman is HIV positive and anaemic. Her haemoglobin level was 8 g/dl against the normal 12 g/dl. We are told not to handle such high-risk and complicated cases."" Seetha was given five injections on alternate days from February 16 to 24 and admitted to KMC Hospital on March 1. ""They kept her in a ward isolated from others. I had no mattress. Nurses hesitated to care for me as I was positive,"" she said. She was transfused one unit of blood. ""Then they said the medicines required for abortion were not available. We bought them for Rs 700 from a nearby pharmacy,"" says Seetha, showing the bills. 
  ,
  ,On March 8 and 9, two doses of misoprostol the drug that is used to induce labour and expel the foetus was administered. She was discharged on March 11 as she did not expel the foetus. She was asked to come back to the hospital on March 26. Gynecologists point out that discharging patients after administering misoprostol could lead to medical complications like infections including sepsis. 
  ,
  ,A scan done on March 13 at Aynavaram corporation hospital shows she is 19 weeks pregnant. ""Doctors told me I can't get my baby aborted legally and that government hospitals will not do it after March 26,"" she said. 
  ,
  ,KMC dean Dr V Kanakasabai said, ""Doctors probably thought it would complicate her medical condition. We did not think of the legal problem at that time."" 
 "
"Mar 19, 2010, 01:14 IST",Relief for HIV+ heart patients ,"
  BANGALORE: Raising the hopes for lakhs of HIV-positive persons across the country, Bangalore-based Narayana Hrudayalaya has done a breakthrough by successfully conducting a heart surgery on a fully blown HIV-positive patient. 
  
  ,Thirty-five-year-old Shankar (name changed) met with an accident four years ago. While getting treatment for his injured leg, he contracted the deadly HIV-virus during a blood transfusion. Over a period of time, the blood clot in the leg began to spread to the heart and lungs. The pressure on the lungs began on show on the right side of the heart, which began to fail. Barring his wife, everyone in his family deserted him. 
  ,
  ,""When he came to us two weeks ago, he was almost bedridden. We conducted the Pulmonary Endarterectomy. Since he was HIV positive, we had to take extra precautions while conducting the surgery. We use nearly 100 needles and even if one gets infected, it is dangerous. But we decided to take on the challenge and operated him,"" Dr Devi Shetty, chief cardiac surgeon at Narayana Hrudayalaya told The Times of India. 
  ,
  ,Narayana Hrudayalaya does the second largest number of this surgery in the world. 
  ,
  ,""The idea was to tell the world that it is safe to operate HIV patients too. There is no doubt that it is risky and extra precautions must be ensured during the surgery,"" Shetty said. 
  ,
  ,IT IS RE-BIRTH FOR ME 
  ,Many hospitals refused to treat me because I was carrying the deadly virus. No one even cared if I died. It was not my fault that I became HIV-positive. I was almost bedridden. Dr Shetty is like God to me. He has given me new life. All I want to say is that there is nothing to fear in life. Being HIV-positive is a different issue but other health problems need to be treated as well. Just have courage to fight... (he breaks down). 
  ,
  ,HOW WAS IT DONE 
  ,During the six-hour open heart surgery, the body temperature is reduced to 18 degree (the normal temperature is 37 degree). The surgery is conducted in circulatory arrest, where the patient's body is frozen and entire blood collected to a reservoir. According to Dr Shetty the entire operation is conducted when the body is bloodless. Post-surgery the blood is pumped back into the body and the temperture is restored to 37 degrees. 
 "
"Mar 22, 2010, 03:56 IST",HIV among MSM on the rise,"
  CHENNAI: While there has been an overall decline in the prevalence of , in ,, the prevalence of infection among men who have sex with men (MSM) are on the rise.
  
  ,This is demonstrated not only by the latest figures of the National Aids Control Organisation which show the prevalence in Tamil Nadu dropping from 0.5% in 2003 to 0.25% in 2007 in the case of general population and rising from 4% to 7% in the case of MSM but also by the findings of a survey conducted by Y R Gaitonde Centre for AIDS Research and Education (YRGCARE). The survey, comprising a sample of 721 MSM from 18 different cities in the state, found 9% of MSM to be HIV-infected.
  ,
  ,""The sustained campaign by the government about the use of condoms and its various awareness programmes for sex workers (the prevalence of HIV among them decreased from 9% in 2003 to 4.7% in 2007) and truck drivers have clearly shown results. But things remain unchanged as far as MSM and drug users are concerned,"" says Dr Sunil Suhas Solomon, senior medical officer and epidemiologist at YRGCARE, who presented the data at the 16th Conference on Retroviruses and Opportunistic Infections in Montreal last year.
  ,
  ,
  ,""MSM remain a hidden population in India primarily due to Section 377 of the IPC, which has historically criminalised sex between men, and also the societal and family pressures to marry. Hence, there is very little community-level data of HIV among MSM. So we used a technique called peer-driven recruitment, which uses MSM to recruit other MSM to arrive at the study sample,"" says Dr Solomon.
  ,
  ,The study also documented the existence of HIV epidemics among MSM in many smaller cities such as Tirunelveli, Ramanathapuram and Tuticorin, which are usually not included in the planning of interventions targeted at MSM. Also, more interesting was the finding that the prevalence of HIV and sexually transmitted infections among MSM who were married is double compared to MSM who were not married. 
  ,
  ,""About 35% of our sample of MSM were married. The higher prevalence of HIV infection among MSM who were married could partially be explained by their nature to keep their same sex practices even more hidden. Consequently, they ended up having more male partners, which has been shown by many studies to be a strong risk factor for HIV infection,"" explains Dr Solomon. 
  ,
  ,Sahodaran, an organisation that works with MSM, conducted a similary survey recently in association with the Tuberculosis Research Centre in Chetpet and found that 8% of MSM in Chennai were HIV infected. But Sunil Menon, who runs Sahodaran, says there is no tangible evidence to back such figures because the gay community still remains hidden. ""Maybe the figure is shown rising just because more people are testing now than they did before. So there is no way of saying whether the prevalence is increasing, decreasing or remains the same,"" says Menon.
  ,
  ,Says Dr Solomon, ""The current phase of the National AIDS Control Programme has initiatives targeting MSM. Only time will tell the effectiveness of these programmes but the government needs to be applauded for the fact that it recognizes HIV among MSM as an issue and is taking steps to address it. However, it is equally important to address issues related to the families (wives and children) of these marginalised populations who are also being placed at risk via their spouses' behaviors."" 
 "
"Mar 20, 2010, 05:54 IST","Sexual abuse, HIV haunt Kolkata streetchildren ","
  KOLKATA: An , explosion might be waiting to happen in Kolkata. One per cent of the city's 15,000 street children (in the age group of 5-14) are HIV-positive, but were not aware of the fact that they were carrying the deadly virus, reveals a survey conducted by the National Institute of Cholera and Enteric Diseases (NICED), Kolkata. 
  
  ,Most victims did not even know how the disease got transmitted or its symptoms and had contracted the lethal virus through sexual abuse, says the survey. While around 4% suffered from other sexually transmitted diseases like syphilis, nearly 10% of these youngsters faced , before turning 16. 
  ,
  ,Titled Non-tobacco Substance Use, Sexual Abuse, HIV and Sexually Transmitted Infection Among Street Children in Kolkata', the study was carried out across 58 municipal wards of the city. More than 550 street children, who have no family, were interviewed and observed from 2007 to 2009. Random blood samples were collected to check the prevalence of diseases like HIV, hepatitis B and sexually transmitted diseases. The results have left the team of researchers shocked. 
  ,
  ,""One per cent of these children were HIV-positive which is a big number. Being marginalised and without any access to medical care, they will probably never come to know of their HIV status. Or, by the time they do, they will have infected others. This is an alarming situation since the urban homeless often act as a bridge between the infected population and those who are at risk. We need immediate intervention to check a potential epidemic,"" said Kamalesh Sarkar, deputy director, division of epidemiology, NICED. Sarkar led a five-member research team for the study. 
  ,
  ,While no specific age of the HIV victims could be established from the random survey, all were below 16 years. Inquiring into the reasons behind the spread of the virus, the researchers found that most had faced sexual abuse. ""A minor percentage might have got the virus from sex workers. It is quite possible that they passed it on to others since both sexual abuse and promiscuity was common among street children. It is unlikely that any had got the virus from their parents,"" said Sarkar. 
  ,
  ,The study reveals that while 26% of male street children faced sexual abuse before they turned 15, 13% of the girls who faced abuse were above 15 years. Around 13% of the boys who visited sex workers suffered from sexually transmitted diseases. 
  ,
  ,""Without any shelter or protection, these children will continue to be vulnerable. Moreover, they had no idea of HIV or that they could end up carrying the virus and infect others. Since there has never been any such study in the past, it is difficult to say if the number is rising. But unless steps are taken, it will definitely spiral and pose a serious health hazard which we are probably not ready to deal with,"" said Baishali Bal, one of the researchers. 
  ,
  ,Less than half of the street children got two square meals a day, more than 85% slept in public places and earned less than Rs 1,000 a month. Substance abuse, the study disclosed, was extremely high among them. Thirty per cent used non-tobacco substances like adhesives, brown sugar, cocaine and alcohol. 
  ,
  ,NICED has proposed shelters and support centres for street children at railway stations. ""It is at places like stations and markets that they generally tend to camp in search of work and food. We have written to the railway ministry to join hands with us for shelters at the stations,"" said Sarkar. 
  ,
  ,
  ,
  ,
  ,
 "
"Mar 29, 2010, 21:54 IST",Hospital for HIV+ shuts down as funds dry up,"
  BAGALKOT: The state is in for a shock: the , of the , persons will be closed down on Wednesday. The Foundation had set up four hospitals across South India two years ago, to curb the spread of HIV in the region. They were established at Bagalkot (Karnataka), Guntur (Andhra Pradesh), Tiruchi (Kerala) and Kakinada (Tamil Nadu). 
  
  ,The US-based Global Foundation For AIDS, TB and Malaria (GFATM) had given financial support for the treatment of patients suffering from these three major diseases. A Chennai-based voluntary organization, Population of India, took help from the Foundation to set up these hospitals, which came as a boon to HIV-infected persons. 
  ,
  ,The Bagalkot hospital, which started out in a rented house in Godi, on Muchakhandi Road, served patients from North Karnataka. The hospital had a 50-bed capacity. More than 4,157 HIV-affected people have been treated in this hospital till today, but fatalities have been a mere 400. 
  ,
  ,The main reason for the hospital shutting down is that GFATM announced that it would discontinue funding. The agreement contract was not renewed from March 31, 2010. 
  ,
  ,The closure procedure began on March 15, with patients being shifted to the government hospital. Equipment worth Rs 30 lakh was returned to the parent organization. 
  ,
  ,It has also affected 32 staff working here, but it is patients who are worst hit. While the government is thinking of opening a separate section in the district hospital, it remains to be seen if these patients can be served round-the-clock and as efficiently. 
  ,
  ,Several NGOs, social workers and industrialists approached the elected representatives to keep the hospital going, but till today, there has been no response from the authorities. 
  ,
  ,Bagalkot district has a high number of HIV-positive patients, and with the closure of the hospital, the ball is now in the government's court.
 "
"Apr 2, 2010, 21:25 IST",HIV-testing for TB patients,ERR-RTF
"Apr 4, 2010, 01:28 IST",Hope for shot? Structure of HIV protein unveiled,"
  NEW YORK: In a breakthrough which may pave the way for a vaccine against AIDS, scientists have provided what they claim is the first-ever glimpse of the structure of a key protein, gp120, found on surface of a subgroup of HIV-1. 
  
  ,In addition, the scientists from California Institute of Technology demonstrated that a particular antibody to gp120 makes contact not only with the protein, but with CD4 receptor that gp120 uses to gain entrance into the body's T cells. 
  ,
  ,This three-dimensional understanding of how gp120 is built is more than just a basic scientific advance, they say. ""There's a tremendous continuing effort to develop a vaccine for , and most of those efforts use gp120. Having more structural information will facilitate better vaccine design,"" said lead scientist Ron Diskin. 
  ,
  ,The team looked specifically at gp120 from what is known as clade C HIV-1. To explain what that means, here's a brief HIV family history: Most people who get HIV and proceed to AIDS are infected with a member of the HIV-1 family of viruses. HIV-1 is divided into groups; most AIDS-related strains of the virus come from group M. The groups are further subdivided into what are known as clades. 
  ,
  ,Clade B is the form of group M HIV-1 most often found in the United States and western Europe, and the one that is probably best-studied to date. Clade C, the clade studied by the Caltech team, is ""the one that is devastating Africa and Asia,"" said Diskin. ""It's the one that probably causes the largest number of infections worldwide."" 
  ,
  ,In order to uncover the structure of clade C gp120--and determine if the hypothesis about its similarities was indeed true — the Caltech team needed to crystallize the protein. That was no easy task. Turns out, says Diskin, the protein itself is not stiff enough for crystallization. And so the researchers created a complex of molecules consisting of a gp120 monomer, a CD4 receptor, and an anti-HIV antibody known as 21c.
 "
"Apr 12, 2010, 01:25 IST",HIV positive Manipuri wins silver at national bodybuilding meet,ERR-RTF
"May 15, 2010, 21:57 IST",NACO to set up centre for HIV patients in city,"
  LUDHIANA: After working on the oral substitution therapy, the National Aids Control Organization (NACO) will set up a community care centre for , patients in the city, the third such in the state.
  
  ,According to information, two community care centres for HIV patients are already functioning in Patiala and Amritsar, respectively.
  ,
  ,Talking to TOI on Saturday, an official of the health department said, “The project will be in joint collaboration with , as it has received grants of Rs 21.5 lakh for the project. The centre will include 10 beds for HIV patients.”
  ,
  ,He said the centre would motivate chronic patients whose families fail to support them in terms of treatment, besides giving them adequate diet.
  ,
  ,The official said work had already kicked off and the community care centre would open in the Red Cross building near Civil Hospital. He said a doctor, counsellor, three nurses, four outreach health workers, one part-time lab technician, along with a project coordinator and dietician had been appointed for the job.
  ,
  ,Notably, NACO is working on the oral substitution therapy for intravenous drug users so as to control incidence of HIV and for this, work on opening the drug addiction centre is going on.
  ,
  ,Dr Geetika Kansal, district aids programme officer said the move had been taken under NACO phase III and was aimed at chronic patients, who could not afford treatment.
 "
